3_64		avocado	[ˌævə'kɑːdəu]		[ˌævəˈkɑːdəʊ]	[ˌævəˈkɑːdoʊ]	BrE [ˌævəˈkɑːdəʊ] NAmE [ˌævəˈkɑːdoʊ]
3_65		cherry	['ʧerɪ]		[ˈtʃeri]	[ˈtʃeri]	[ˈtʃeri]
3_66		coconut	['kəukənʌt]		[ˈkəʊkənʌt]	[ˈkoʊkənʌt]	BrE [ˈkəʊkənʌt] NAmE [ˈkoʊkənʌt]
3_67		fig	[fɪg]		[fɪɡ]	[fɪɡ]	[fɪɡ]
3_68		grapefruit	['greɪpfruːt]		[ˈɡreɪpfruːt]	[ˈɡreɪpfruːt]	[ˈɡreɪpfruːt]
3_69		peach	[piːʧ]		[piːtʃ]	[piːtʃ]	[piːtʃ]
3_70		pear	[peə]		[peə(r)]	[per]	BrE [peə(r)] NAmE [per]
3_71		pineapple	['paɪnæpl]		[ˈpaɪnæpl]	[ˈpaɪnæpl]	[ˈpaɪnæpl]
3_72		pomegranate	['pɔmɪˌgrænɪt]		[ˈpɒmɪɡrænɪt]	[ˈpɑːmɪɡrænɪt]	BrE [ˈpɒmɪɡrænɪt] NAmE [ˈpɑːmɪɡrænɪt]
3_73		almond	['ɑːmənd]		[ˈɑːmənd]	[ˈɑːmənd]	[ˈɑːmənd]
3_74		chestnut	['ʧesnʌt]		[ˈtʃesnʌt]	[ˈtʃesnʌt]	[ˈtʃesnʌt]
3_75		peanut	['piːnʌt]		[ˈpiːnʌt]	[ˈpiːnʌt]	[ˈpiːnʌt]
3_76		pecan	['piːkæn]		[ˈpiːkən],[pɪˈkæn]	[pɪˈkɑːn]	BrE [ˈpiːkən],[pɪˈkæn] NAmE [pɪˈkɑːn]
3_77		pistachio	[pɪ'stɑːʃɪəu]		[pɪˈstæʃiəʊ],[pɪˈstɑːʃiəʊ]	[pɪˈstæʃioʊ],[pɪˈstɑːʃioʊ]	BrE [pɪˈstæʃiəʊ],[pɪˈstɑːʃiəʊ] NAmE [pɪˈstæʃioʊ],[pɪˈstɑːʃioʊ]
3_78		walnut	['wɔːlnʌt]		[ˈwɔːlnʌt]	[ˈwɔːlnʌt]	[ˈwɔːlnʌt]
3_79		bacon	['beɪk(ə)n]		[ˈbeɪkən]	[ˈbeɪkən]	[ˈbeɪkən]
3_80		beef	[biːf]		[biːf]	[biːf]	[biːf]
3_81		chicken	['ʧɪkɪn]		[ˈtʃɪkɪn]	[ˈtʃɪkɪn]	[ˈtʃɪkɪn]
3_82		crab	[kræb]		[kræb]	[kræb]	[kræb]
3_83		lobster	['lɔbstə]		[ˈlɒbstə(r)]	[ˈlɑːbstər]	BrE [ˈlɒbstə(r)] NAmE [ˈlɑːbstər]
3_84		oyster	['ɔɪstə]		[ˈɔɪstə(r)]	[ˈɔɪstər]	BrE [ˈɔɪstə(r)] NAmE [ˈɔɪstər]
3_85		pork	[pɔːk]		[pɔːk]	[pɔːrk]	BrE [pɔːk] NAmE [pɔːrk]
3_86		salmon	['sæmən]		[ˈsæmən]	[ˈsæmən]	[ˈsæmən]
3_87		sausage	['sɔsɪʤ]		[ˈsɒsɪdʒ]	[ˈsɔːsɪdʒ]	BrE [ˈsɒsɪdʒ] NAmE [ˈsɔːsɪdʒ]
3_88		shrimp	[ʃrɪmp]		[ʃrɪmp]	[ʃrɪmp]	[ʃrɪmp]
3_89		broccoli	['brɔkəlɪ]		[ˈbrɒkəli]	[ˈbrɑːkəli]	BrE [ˈbrɒkəli] NAmE [ˈbrɑːkəli]
3_90		cabbage	['kæbɪʤ]		[ˈkæbɪdʒ]	[ˈkæbɪdʒ]	[ˈkæbɪdʒ]
3_91		carrot	['kærət]		[ˈkærət]	[ˈkærət]	[ˈkærət]
3_92		celery	['sel(ə)rɪ]		[ˈseləri]	[ˈseləri]	[ˈseləri]
3_93		cucumber	['kjuːkʌmbə]		[ˈkjuːkʌmbə(r)]	[ˈkjuːkʌmbər]	BrE [ˈkjuːkʌmbə(r)] NAmE [ˈkjuːkʌmbər]
3_94		garlic	['gɑːlɪk]		[ˈɡɑːlɪk]	[ˈɡɑːrlɪk]	BrE [ˈɡɑːlɪk] NAmE [ˈɡɑːrlɪk]
3_95		onion	['ʌnjən]		[ˈʌnjən]	[ˈʌnjən]	[ˈʌnjən]
3_96		potato	[pə'teɪtəu]		[pəˈteɪtəʊ]	[pəˈteɪtoʊ]	BrE [pəˈteɪtəʊ] NAmE [pəˈteɪtoʊ]
3_97		pumpkin	['pʌmpkɪn]		[ˈpʌmpkɪn]	[ˈpʌmpkɪn]	[ˈpʌmpkɪn]
3_98		carnation	[kɑː'neɪʃ(ə)n]		[kɑːˈneɪʃn]	[kɑːrˈneɪʃn]	BrE [kɑːˈneɪʃn] NAmE [kɑːrˈneɪʃn]
3_99		chrysanthemum	[krə'sænθɪməm]		[krɪˈsænθəməm],[krɪˈzænθəməm]	[krɪˈsænθəməm],[krɪˈzænθəməm]	[krɪˈsænθəməm],[krɪˈzænθəməm]
3_100		daisy	['deɪzɪ]		[ˈdeɪzi]	[ˈdeɪzi]	[ˈdeɪzi]
3_101		lily	['lɪlɪ]		[ˈlɪli]	[ˈlɪli]	[ˈlɪli]
3_102		lotus	['ləutəs]		[ˈləʊtəs]	[ˈloʊtəs]	BrE [ˈləʊtəs] NAmE [ˈloʊtəs]
3_103		marigold	['mærɪgəuld]		[ˈmæriɡəʊld]	[ˈmæriɡoʊld]	BrE [ˈmæriɡəʊld] NAmE [ˈmæriɡoʊld]
3_104		pansy	['pænzɪ]		[ˈpænzi]	[ˈpænzi]	[ˈpænzi]
3_105		rose	[rəuz]		[rəʊz]	[roʊz]	BrE [rəʊz] NAmE [roʊz]
3_106		sunflower	['sʌnflauə]		[ˈsʌnflaʊə(r)]	[ˈsʌnflaʊər]	BrE [ˈsʌnflaʊə(r)] NAmE [ˈsʌnflaʊər]
3_107		tulip	['t(j)uːlɪp]		[ˈtjuːlɪp]	[ˈtuːlɪp]	BrE [ˈtjuːlɪp] NAmE [ˈtuːlɪp]
3_108		bamboo	[bæm'buː]		[ˌbæmˈbuː]	[ˌbæmˈbuː]	[ˌbæmˈbuː]
3_109		palm tree	['pɑːmtriː]   = palm		[pɑːm]	[pɑːm]	[pɑːm]
3_110		maple tree	['meɪpl]		[ˈmeɪpl]	[ˈmeɪpl]	[ˈmeɪpl]
3_111		pine tree	['paɪnˌtriː]		[paɪn]	[paɪn]	[paɪn]
3_112		willow tree	['wɪləu]		[ˈwɪləʊ triː]	[ˈwɪˌloʊ tri]	BrE [ˈwɪləʊ triː] NAmE [ˈwɪˌloʊ tri]
3_113		birch	[bɜːʧ]		[bɜːtʃ]	[bɜːrtʃ]	BrE [bɜːtʃ] NAmE [bɜːrtʃ]
3_114		martial arts	[ˈmɑːʃ(ə)l ɑːts]		[ˈmɑːʃəl ɑːts]	[ˈmɑrʃəl ɑrts]	BrE [ˈmɑːʃəl ɑːts] NAmE [ˈmɑrʃəl ɑrts]
3_115		ping-pong	[pɪŋ-pɒŋ]		[ˈpɪŋpɒŋ]	[pɪŋ – pɔŋ]	BrE [ˈpɪŋpɒŋ] NAmE [pɪŋ – pɔŋ]
3_116		football	['futbɔːl]		[ˈfʊtbɔːl]	[ˈfʊtbɔːl]	[ˈfʊtbɔːl]
3_117		vulture	['vʌlʧə]		[ˈvʌltʃə(r)]	[ˈvʌltʃər]	BrE [ˈvʌltʃə(r)] NAmE [ˈvʌltʃər]
3_118		alligator, crocodile	['ælɪgeɪtə]		[ˈælɪɡeɪtə(r)]	[ˈælɪɡeɪtər]	BrE [ˈælɪɡeɪtə(r)] NAmE [ˈælɪɡeɪtər]
3_119		gorilla	[gə'rɪlə]		[ɡəˈrɪlə]	[ɡəˈrɪlə]	[ɡəˈrɪlə]
3_120		buffalo	['bʌfələu]		[ˈbʌfələʊ]	[ˈbʌfəloʊ]	BrE [ˈbʌfələʊ] NAmE [ˈbʌfəloʊ]
3_121		jellyfish	['ʤelɪfɪʃ]		[ˈdʒelifɪʃ]	[ˈdʒelifɪʃ]	[ˈdʒelifɪʃ]
3_122		sea horse	[siː hɔːs]		[siː hɔːs]	[si hɔrs]	BrE [siː hɔːs] NAmE [si hɔrs]
3_123		deer	[dɪə]		[dɪə(r)]	[dɪr]	BrE [dɪə(r)] NAmE [dɪr]
3_124		beetle	['biːtl]		[ˈbiːtl]	[ˈbiːtl]	[ˈbiːtl]
3_125		fish and chips	[fɪʃ ænd tʃɪps]		[fɪʃ ən(d) ʧɪps]	[fɪʃ ən(d) ʧɪps]	[fɪʃ ən(d) ʧɪps]
3_126		french fries			[frɛnʧ fraɪz]	[frɛnʧ fraɪz]	[frɛnʧ fraɪz]
3_127		hot dog	[hɒt dɒɡ]		[hɒt dɒg]	[hɑt dɔg]	BrE [hɒt dɒg] NAmE [hɑt dɔg]
3_128		ice cream cone	[aɪs kriːm kəʊn]		[aɪs kriːm kəʊn]	[aɪs krim koʊn]	BrE [aɪs kriːm kəʊn] NAmE [aɪs krim koʊn]
3_129		apricot	['eɪprɪkɔt]		[ˈeɪprɪkɒt]	[ˈæprɪkɑːt]	BrE [ˈeɪprɪkɒt] NAmE [ˈæprɪkɑːt]
3_130		hazel nut	[ˈheɪz(ə)l nʌt]		[heɪzl nʌt]	[ˈheɪzəl nʌt]	BrE [heɪzl nʌt] NAmE [ˈheɪzəl nʌt]
3_131		pine nuts	[paɪn nʌts]		[paɪn nʌts]	[paɪn nʌts]	[paɪn nʌts]
3_132		eggplant	['egplɑːnt]		[ˈeɡplɑːnt]	[ˈeɡplænt]	BrE [ˈeɡplɑːnt] NAmE [ˈeɡplænt]
3_133		oak tree	['əukˌtriː]		[əʊk]	[oʊk]	BrE [əʊk] NAmE [oʊk]
3_134		ice skating	[aɪs ˈskeɪtɪŋ]		[aɪs ˈskeɪtɪŋ]	[aɪs ˈskeɪtɪŋ]	[aɪs ˈskeɪtɪŋ]
1_1_1		hair	[hɛə]		[heə(r)]	[her]	BrE [heə(r)] NAmE [her]
1_1_2		temple	['templ]		[ˈtempl]	[ˈtempl]	[ˈtempl]
1_1_3		ear	[ɪə]		[ɪə(r)]	[ɪr]	BrE [ɪə(r)] NAmE [ɪr]
1_1_4		nose	[nəuz]		[nəʊz]	[noʊz]	BrE [nəʊz] NAmE [noʊz]
1_1_5		lip	[lɪp]		[lɪp]	[lɪp]	[lɪp]
1_1_6		mouth	[mauθ]		noun: [maʊθ]; verb: [maʊð]	noun: [maʊθ]; verb: [maʊð]	noun: [maʊθ]; verb: [maʊð]
1_1_7		chin	[ʧɪn]		[tʃɪn]	[tʃɪn]	[tʃɪn]
1_1_8		tongue	[tʌŋ]		[tʌŋ]	[tʌŋ]	[tʌŋ]
1_1_9		tooth	[tuːθ]		[tuːθ]	[tuːθ]	[tuːθ]
1_1_10		jaw	[ʤɔː]		[dʒɔː]	[dʒɔː]	[dʒɔː]
1_1_11		nostril	['nɔstr(ə)l]		[ˈnɒstrəl]	[ˈnɑːstrəl]	BrE [ˈnɒstrəl] NAmE [ˈnɑːstrəl]
1_1_12		cheek	[ʧiːk]		[tʃiːk]	[tʃiːk]	[tʃiːk]
